A,B,C
562,964,152
923,790,569
797,620,126
349,595,257
902,243,471
867,107,884
31,682,431
884,379,117
695,129,5
30,181,314
449,296,711
49,120,463
308,464,738
871,500,217
855,217,718
977,306,277
571,755,709
1,750,34
867,334,230
437,147,305
79,812,601
431,250,366
476,129,376
333,234,876
624,486,381
427,811,697
742,211,158
112,565,1
369,749,494
195,928,50
382,31,424
140,630,118
885,236,842
297,303,222
794,60,472
625,171,176
332,793,763
369,798,945
732,140,239
670,601,989
922,168,591
99,350,300
164,854,751
272,777,686
136,774,819
325,88,901
355,783,557
585,608,654
578,596,771
291,553,198
970,192,494
978,552,601
662,229,901
314,673,629
951,288,570
3,596,782
14,42,217
510,623,733
499,548,237
912,364,344
960,172,105
36,941,31
944,446,505
451,738,811
11,197,266
571,491,213
38,879,341
630,869,59
966,342,509
259,653,441
745,805,195
714,13,223
353,153,782
559,582,9
741,402,359
241,832,945
343,426,456
557,638,545
378,912,214
685,95,41
987,958,895
339,531,616
608,313,502
528,790,236
863,396,181
930,508,377
636,485,289
727,97,26
417,966,84
637,320,188
155,643,584
428,707,888
688,350,140
760,212,485
236,60,729
622,549,388
234,614,425
753,805,635
125,345,977
216,808,19
372,960,265
681,917,509
121,325,40
834,465,313
35,82,360
127,147,440
885,440,903
2,523,359
138,84,557
272,98,138
93,791,485
383,391,255
535,378,664
90,6,903
599,228,176
717,2,253
757,601,166
442,151,995
796,684,461
343,142,958
471,429,647
226,644,390
638,690,744
769,256,247
936,848,43
860,296,677
752,419,236
747,951,22
839,359,620
871,819,633
425,229,372
149,885,983
717,646,668
629,160,506
465,793,79
846,97,311
996,582,198
511,812,103
489,405,350
168,498,932
588,229,867
197,113,951
554,880,651
678,410,58
512,803,982
398,302,525
498,963,490
248,323,197
781,916,181
896,901,998
886,969,707
842,280,143
971,102,29
201,122,974
417,951,249
233,325,888
517,414,187
207,129,630
465,783,663
130,545,986
946,565,15
418,783,934
666,404,986
240,18,383
297,456,394
961,700,567
721,815,613
579,222,339
120,464,203
802,536,406
505,787,626
350,267,177
278,78,679
311,548,924
926,870,834
894,298,990
778,812,22
663,840,218
147,831,434
424,905,903
700,679,355
689,67,368
932,553,363
533,470,913
969,972,270
245,772,840
48,330,118
897,820,901
6,529,539
462,648,592
895,619,3
515,224,54
4,726,893
420,280,947
216,923,378
461,608,983
933,706,887
9,20,511
809,263,660
736,579,764
578,338,822
230,756,594
708,80,549
73,253,924
837,825,688
512,114,9
438,660,259
827,79,161
327,31,927
645,428,882
485,775,703
279,383,925
316,70,44
58,102,190
983,935,49
131,767,166
393,386,793
360,21,868
563,185,276
958,605,96
266,79,683
365,627,946
659,626,15
367,427,797
345,384,579
363,777,397
553,276,847
666,307,600
855,286,730
117,664,598
377,592,481
9,728,803
675,183,294
968,871,394
663,627,843
150,785,771
945,448,79
429,837,698
384,833,792
507,453,378
303,316,989
34,97,289
550,726,716
3,987,853
103,16,424
119,874,657
577,434,336
917,600,800
156,467,469
323,118,545
419,901,4
648,920,300
910,78,470
40,865,870
713,769,772
848,369,100
140,213,213
888,177,875
655,80,451
980,230,698
82,180,474
990,728,215
502,409,430
210,537,572
153,34,556
594,650,362
835,354,394
466,15,508
241,614,763
801,571,153
801,878,248
660,909,986
19,282,584
611,955,566
529,190,71
282,993,476
370,104,63
145,127,482
99,279,288
255,135,258
690,657,644
703,777,962
143,177,968
946,542,978
57,697,508
260,940,426
518,814,781
997,228,601
745,159,533
681,210,665
594,738,349
181,899,184
322,573,938
731,374,251
92,518,687
829,603,132
287,607,579
81,491,239
532,18,774
29,728,807
616,365,153
972,423,439
378,439,573
791,722,340
264,749,135
681,5,42
571,942,474
297,379,480
219,88,28
504,990,669
442,135,258
117,893,416
114,378,316
203,530,414
143,94,655
772,188,504
224,33,208
198,727,754
838,560,859
3,970,984
424,17,574
163,137,271
365,673,129
779,911,502
647,363,770
324,364,587
351,960,339
762,271,899
147,32,44
981,503,730
450,18,854
327,225,62
248,27,727
762,890,618
418,245,509
488,772,638
268,863,841
476,81,504
99,66,354
874,468,649
435,878,887
753,780,285
303,193,407
25,68,110
194,988,173
350,381,431
109,273,612
114,407,600
962,511,841
995,27,274
454,960,731
799,335,251
789,889,537
474,256,304
821,803,24
98,480,300
684,658,970
859,116,850
156,678,726
713,409,284
632,105,565
203,826,537
249,395,520
528,853,473
566,57,764
566,714,112
768,454,274
545,554,211
657,190,994
483,624,894
134,781,521
418,288,467
500,415,517
872,501,544
337,261,265
582,691,338
864,525,671
150,315,118
551,777,474
984,281,61
943,886,181
618,851,998
216,621,75
160,988,140
919,533,833
571,176,860
781,494,657
747,959,654
756,17,702
653,458,448
540,978,142
540,220,988
604,29,526
986,781,50
928,540,868
592,732,714
721,589,711
401,448,263
939,710,636
955,581,40
108,195,199
915,611,218
897,568,539
892,642,818
327,454,624
241,53,941
821,397,585
670,894,691
42,236,425
960,13,372
723,752,196
833,818,820
552,930,755
310,865,483
447,82,983
551,702,456
872,37,697
223,893,844
596,78,113
188,167,563
123,525,106
181,363,91
356,743,825
61,754,463
946,625,734
703,181,995
491,928,681
66,261,406
961,373,771
411,555,990
488,428,405
283,249,937
154,374,344
652,746,463
649,320,834
783,731,999
839,430,669
627,887,36
720,864,129
596,466,732
104,890,280
335,278,536
529,374,137
300,527,637
82,423,100
54,398,484
830,315,143
277,660,943
116,63,492
583,920,308
92,593,370
442,434,645
754,71,86
479,521,608
341,62,399
563,350,238
947,127,524
248,967,633
663,199,680
921,435,509
245,643,988
629,72,462
573,167,749
654,651,161
932,708,257
872,905,575
514,71,851
779,512,20
757,677,929
680,324,719
121,389,27
447,806,382
902,624,831
336,279,399
524,647,851
423,738,220
830,38,963
847,586,335
745,597,505
99,961,295
849,338,653
285,907,454
753,761,218
746,356,646
676,978,453
322,718,47
490,804,113
723,749,267
39,554,900
142,162,24
895,982,669
901,589,819
202,831,642
17,396,472
763,216,275
982,961,748
412,40,129
163,409,716
165,778,422
207,990,109
513,141,966
91,167,499
54,74,714
193,107,960
360,733,549
457,394,940
215,820,581
302,702,993
365,744,460
338,333,754
148,247,574
588,895,15
628,278,880
416,715,230
714,526,985
823,102,791
769,181,251
758,698,133
880,481,586
561,113,242
949,595,577
113,960,103
558,644,49
899,201,254
274,654,822
280,370,781
519,974,609
187,107,904
144,873,529
138,157,387
748,711,48
92,152,116
804,633,225
851,173,788
1,445,593
422,80,116
823,901,819
345,29,313
469,987,289
530,742,706
35,507,48
733,553,681
858,402,611
329,956,503
738,667,246
739,887,955
460,695,251
878,283,577
61,410,36
598,25,494
932,586,590
592,75,165
751,376,405
521,938,257
506,433,178
914,810,567
897,336,658
189,573,674
466,918,542
669,10,907
590,62,562
980,449,993
299,788,149
849,726,809
997,956,728
97,318,783
512,685,258
721,667,78
294,370,193
949,396,351
779,667,336
15,242,155
724,951,419
908,616,640
782,245,538
740,326,373
103,918,723
500,774,951
79,731,755
488,979,485
502,690,923
816,944,741
400,929,798
36,529,439
387,600,169
804,469,545
22,960,138
574,502,104
72,522,617
305,263,886
32,917,14
569,977,722
947,416,723
704,334,896
52,952,948
75,453,413
148,634,975
400,167,208
982,457,551
129,137,430
831,384,544
557,534,296
925,403,828
187,664,323
349,535,856
109,703,239
56,626,19
262,250,4
211,210,898
355,91,200
484,324,611
805,972,843
746,530,876
210,157,459
362,998,89
306,485,449
106,541,474
291,845,850
284,921,824
566,230,439
475,638,669
545,167,156
852,548,694
323,277,495
349,349,982
881,520,773
310,443,501
125,882,989
376,972,652
110,715,321
346,536,645
34,216,605
18,709,397
852,112,648
109,968,576
739,453,6
389,874,65
583,770,578
980,445,585
391,731,757
865,729,357
381,345,196
175,332,651
156,847,23
268,485,587
879,984,142
95,220,486
691,900,386
35,84,27
647,462,280
252,662,945
20,46,112
408,46,112
756,218,771
762,369,679
782,490,993
45,800,767
25,409,325
870,61,2
36,218,756
586,638,209
473,131,126
703,984,706
929,888,339
30,93,970
68,256,412
495,133,797
852,190,371
808,92,660
704,480,76
173,259,675
980,575,113
741,341,68
583,983,235
683,145,17
121,565,671
88,201,993
945,103,142
343,372,540
466,114,65
278,869,253
508,358,881
294,820,492
526,746,36
681,588,459
102,642,471
26,229,656
574,173,987
951,977,876
137,792,294
493,725,253
683,833,945
378,786,310
923,969,492
933,187,177
804,156,302
178,293,775
379,721,394
617,505,976
511,869,10
781,908,16
314,146,756
131,92,39
5,779,138
893,787,559
912,457,575
501,95,618
597,583,532
751,535,984
164,282,14
251,515,284
137,844,768
407,403,6
778,570,789
962,832,778
828,558,260
594,602,145
491,188,726
338,798,295
508,923,123
609,173,273
507,985,811
121,818,361
982,69,716
413,850,623
668,538,497
826,432,663
27,733,662
874,499,138
877,936,93
835,488,667
750,406,952
820,870,399
662,138,700
405,242,783
229,405,515
290,691,147
446,226,604
526,308,325
825,835,270
253,289,378
316,266,931
918,196,773
238,1,339
933,323,573
457,376,559
12,239,856
805,81,263
54,615,951
946,237,305
123,891,273
706,762,933
55,47,735
954,796,521
696,829,918
241,425,898
319,457,186
782,299,486
901,616,679
14,567,862
80,316,414
484,282,130
417,518,707
974,121,630
558,595,893
331,155,87
355,807,8
227,46,116
998,869,187
913,774,119
333,1,92
57,55,568
401,979,462
995,414,739
524,197,707
333,404,769
523,860,236
628,38,612
585,532,447
279,391,854
546,574,921
503,235,910
170,697,591
116,239,600
966,899,923
600,671,742
103,220,849
810,72,525
720,29,159
98,345,18
81,411,141
244,459,306
837,768,673
675,318,812
853,902,243
638,682,248
210,499,764
387,540,611
778,628,677
974,405,97
59,893,868
541,883,802
553,516,78
464,786,226
806,116,352
581,998,7
693,418,215
126,488,505
260,453,716
645,968,335
437,11,21
488,630,186
304,552,921
771,837,368
511,189,566
235,216,482
345,954,488
546,716,330
240,750,666
233,455,451
319,612,321
203,174,104
211,71,426
739,323,952
146,393,834
489,570,139
369,962,181
241,91,507
746,847,301
668,350,547
723,946,606
537,879,894
28,878,432
785,449,519
144,448,498
20,688,959
392,924,136
90,95,197
84,871,724
992,587,988
150,231,432
732,49,748
105,528,252
116,878,114
374,697,672
334,106,699
964,589,862
503,438,804
911,934,201
857,416,604
595,286,576
360,858,97
439,604,10
609,296,700
758,137,518
269,787,17
909,935,523
696,120,496
768,781,841
758,759,938
885,405,278
389,593,929
887,12,232
822,760,403
784,873,172
556,139,507
716,262,2
718,711,496
284,236,850
110,342,559
618,823,992
805,472,263
642,217,707
687,125,160
155,829,357
319,108,851
874,99,306
162,791,18
568,763,753
945,870,557
725,379,983
645,468,178
816,353,792
463,143,405
56,984,173
706,379,208
837,200,405
1,143,319
519,871,867
668,853,907
979,141,990
99,561,969
892,553,644
536,814,792
547,561,190
196,654,612
47,548,269
645,109,253
759,23,900
517,547,535
694,208,412
522,794,843
342,432,773
242,685,163
219,663,288
364,591,37
651,656,312
970,827,809
991,175,1
936,810,86
784,943,110
880,741,677
260,882,229
66,561,890
101,849,136
685,955,256
338,880,34
835,480,662
458,103,984
105,211,165
412,427,756
845,445,102
693,56,774
300,808,939
487,998,962
803,504,958
979,783,934
427,692,219
950,700,191
435,825,52
881,726,662
536,61,492
810,703,442
229,789,358
247,159,690
3,862,778
470,216,966
405,864,387
32,439,534
649,932,523
51,696,661
171,659,671
317,634,886
644,372,337
793,976,45
164,323,537
752,721,576
938,854,817
693,544,8
264,904,109
116,296,728
276,399,490
550,336,321
288,749,866
735,296,654
248,983,271
144,49,201
113,605,833
433,137,492
918,628,623
89,725,352
764,965,936
748,525,257
231,817,385
254,601,55
839,796,936
951,441,560
622,158,468
337,846,464
206,970,519
289,58,850
359,350,247
56,140,314
898,663,313
401,343,870
591,324,620
729,894,468
177,929,159
616,565,253
30,89,132
839,596,366
620,252,755
907,656,269
147,823,541
594,840,393
549,364,698
677,295,44
232,365,861
562,685,287
983,823,604
254,455,974
397,551,831
413,409,764
878,938,646
138,302,205
670,350,490
974,497,375
663,477,729
767,271,565
318,11,844
703,683,691
10,158,696
751,177,459
549,414,216
649,691,292
120,635,802
134,326,223
99,586,453
451,291,892
285,839,503
334,111,678
934,186,132
327,409,830
175,219,355
964,348,254
709,866,253
380,342,698
428,736,15
972,393,637
88,141,736
506,235,793
914,874,395
485,787,771
248,328,64
983,83,217
139,800,99
31,44,111
232,226,327
232,512,455
160,609,709
853,110,923
681,182,330
203,512,807
79,725,104
731,56,423
408,769,686
799,667,59
336,393,200
140,951,693
185,431,81
392,126,67
731,788,430
540,33,470
425,846,345
113,787,940
983,873,984
521,383,736
793,306,974
530,323,824
635,110,499
497,401,19
910,609,134
526,405,555
287,960,296
400,798,437
245,439,886
900,345,518
375,271,892
373,838,509
283,893,382
420,306,1
657,91,743
184,205,207
598,493,832
619,33,493
517,275,514
403,566,801
873,993,985
180,906,130
894,16,289
300,171,12
715,355,39
311,379,638
169,714,978
621,988,656
496,889,234
905,374,694
342,327,468
299,815,329
179,996,543
865,288,583
222,977,753
776,372,346
713,370,480
225,291,11
538,883,801
333,504,481
461,219,115
123,299,545
592,800,598
776,29,195
542,104,37
654,478,951
304,957,831
10,137,352
222,490,498
450,248,6
716,79,211
260,305,32
689,847,117
771,824,155
420,759,224
406,420,884
444,278,924
756,658,744
554,756,888
310,411,900
986,796,382
500,48,924
23,627,480
882,828,856
872,372,232
640,868,726
436,115,628
330,409,72
366,470,776
14,85,410
921,725,877
527,577,319
9,824,658
579,142,80
981,165,12
608,448,726
612,932,175
972,976,806
585,633,790
96,10,462
935,890,840
541,532,81
220,453,755
326,855,829
407,966,701
155,557,198
679,907,365
972,820,725
128,110,132
385,829,654
534,651,828
433,329,611
384,877,693
125,650,845
731,827,666
76,242,16
632,337,896
917,766,668
879,469,544
10,262,499
436,555,434
636,962,363
501,753,499
510,949,841
842,131,455
598,197,966
187,540,579
423,140,570
830,724,970
830,707,362
465,200,990
15,489,590
534,817,305
887,2,802
104,376,140
175,287,488
694,931,487
37,958,261
908,149,612
809,252,755
525,212,116
347,216,336
710,991,155
919,681,641
564,909,540
42,476,214
433,57,479
207,714,406
724,257,183
145,529,426
513,283,835
901,686,10
173,189,128
561,194,723
316,209,36
276,437,278
876,991,82
953,266,775
285,304,815
612,491,11
427,640,217
325,870,930
743,618,667
191,202,575
132,876,526
775,707,948
514,16,215
25,341,480
762,378,689
499,707,310
411,235,846
130,126,689
4,809,357
714,479,264
486,346,642
318,245,740
833,316,562
489,442,387
950,829,975
129,141,753
271,981,151
590,225,60
116,912,718
314,449,273
717,553,760
539,696,20
52,675,137
314,685,610
829,815,263
487,503,401
47,523,286
465,289,929
561,455,675
586,579,730
665,238,565
606,302,311
434,44,140
739,424,686
160,204,957
262,286,615
390,193,565
552,780,97
874,313,532
81,651,598
346,240,942
753,377,237
841,882,784
585,410,619
965,103,81
54,716,647
860,715,289
391,624,962
995,39,263
628,986,428
64,22,783
295,445,968
871,371,668
760,844,400
796,5,91
831,333,280
136,716,245
734,511,537
82,967,794
940,712,403
948,36,46
817,67,386
501,699,757
16,116,225
922,142,19
449,751,112
803,87,633
765,636,383
824,326,444
496,923,478
25,187,442
385,499,247
47,592,333
841,933,421
473,430,555
892,544,397
488,834,419
868,909,357
493,945,369
646,775,163
361,544,292
753,65,386
470,9,702
451,3,741
115,573,420
828,485,721
788,950,991
439,813,920
558,787,484
394,724,809
718,806,88
102,649,283
786,734,927
195,23,24
87,15,447
820,359,831
97,120,269
266,211,685
107,651,275
553,511,174
638,726,369
788,758,179
182,445,427
565,943,317
478,121,428
533,771,919
93,612,34
96,341,816
106,83,409
963,435,915
330,141,955
835,86,880
150,213,689
174,700,360
172,747,892
905,958,762
488,110,874
597,195,327
597,229,726
104,137,814
48,875,688
823,763,936
272,869,406
134,646,251
428,19,448
60,41,926
764,426,950
719,60,280
344,187,277
301,563,654
385,801,224
198,198,849
414,670,679
621,93,452
645,851,201
700,756,560
457,384,455
299,356,399
191,58,937
367,197,489
39,165,837
116,505,352
854,427,254
364,140,123
380,363,23
704,812,991
897,353,193
870,631,446
569,387,528
550,148,279
603,41,568
433,443,221
384,823,450
906,262,14
588,186,860
412,241,466
847,393,116
881,142,336
691,997,527
966,47,595
43,524,837
642,414,145
189,748,236
983,450,171
194,618,963
582,248,993
339,485,749
876,328,83
10,309,641
774,166,513
130,879,342
182,610,587
781,748,326
863,533,145
209,924,718
587,60,736
164,604,771
580,924,829
555,608,873
308,189,203
13,889,681
171,791,759
715,319,237
361,894,521
554,512,604
61,633,713
427,329,480
497,521,285
874,103,63
181,282,536
930,153,415
705,75,510
776,398,86
496,541,2
834,566,275
657,626,957
607,430,716
492,356,681
252,880,3
502,29,529
196,783,148
220,702,20
805,261,415
696,642,798
99,79,55
174,95,833
561,318,858
213,978,139
571,236,232
492,507,236
775,569,656
689,498,49
391,865,992
753,722,449
376,225,935
655,619,957
925,553,219
530,339,699
535,250,353
397,35,923
340,258,159
864,575,187
516,810,459
213,628,652
972,858,544
762,262,793
736,139,93
705,944,868
199,832,326
598,997,376
246,760,945
168,871,582
483,294,495
290,498,467
766,345,935
554,740,747
618,810,919
766,576,421
318,33,734
350,797,589
132,253,41
786,693,848
761,852,925
7,458,461
332,885,611
950,194,361
252,338,640
896,833,438
301,108,863
366,964,960
888,639,297
259,737,431
337,963,568
86,881,194
826,909,661
485,366,10
695,382,362
988,599,998
435,65,422
944,73,806
341,123,778
82,286,342
329,637,213
228,607,519
190,745,303
85,890,703
730,868,733
9,906,757
501,983,919
278,484,751
467,523,795
719,993,807
7,512,674
366,865,862
334,667,155
456,409,262
521,513,437
55,433,242
626,959,454
620,296,798
897,29,352
675,536,693
710,967,417
893,202,634
900,340,464
717,856,693
20,266,60
895,282,45
836,736,920
197,836,739
733,368,463
415,904,446
497,594,927
463,464,608
305,550,554
640,378,720
506,74,74
956,800,184
131,124,860
603,988,244
104,592,737
607,345,780
659,402,857
689,813,565
99,539,230
539,836,937
973,813,333
772,908,313
489,663,528
72,532,765
905,916,419
351,722,653
459,975,19
513,905,335
951,967,637
409,772,557
441,332,459
328,854,598
8,429,592
473,390,961
789,451,904
611,643,819
594,400,812
326,222,297
421,683,509
251,15,381
158,282,999
408,35,998
209,61,33
